u,i,ts,label,idx
7,7,0.0,1,241
7,3,0.0,1,242
7,2,0.0,1,243
7,3,0.0,1,244
7,2,0.0,1,245
7,2,0.0,1,246
7,6,0.0,1,247
7,7,0.0,1,248
7,6,0.0,1,249
7,6,0.0,1,250
7,2,0.0,1,251
7,3,0.0,1,252
7,3,0.0,1,253
7,7,0.0,1,254
7,6,0.0,1,255
7,3,0.0,1,256
7,3,0.0,1,257
7,3,0.0,1,258
4,4,0.0,1,259
4,4,0.0,1,260
4,4,0.0,1,261
4,4,0.0,3,262
2,2,0.0,1,263
1,1,0.0,1,264
1,4,0.0,1,265
1,1,0.0,1,266
1,1,0.0,1,267
1,1,0.0,1,268
1,1,0.0,1,269
1,1,0.0,1,270
1,1,0.0,1,271
1,1,0.0,1,272
1,1,0.0,1,273
1,1,0.0,1,274
1,1,0.0,1,275
1,1,0.0,1,276
1,1,0.0,1,277
1,1,0.0,1,278
1,1,0.0,1,279
1,1,0.0,1,280
1,1,0.0,1,281
1,1,0.0,1,282
1,4,0.0,1,283
1,1,0.0,1,284
1,4,0.0,1,285
1,1,0.0,1,286
1,1,0.0,1,287
1,1,0.0,1,288
1,1,0.0,1,289
1,1,0.0,1,290
1,1,0.0,1,291
1,1,0.0,1,292
1,1,0.0,1,293
1,4,0.0,1,294
1,1,0.0,1,295
1,1,0.0,1,296
1,1,0.0,1,297
1,1,0.0,1,298
1,4,0.0,1,299
1,1,0.0,1,300
1,1,0.0,1,301
1,1,0.0,1,302
1,1,0.0,1,303
1,1,0.0,1,304
1,4,0.0,1,305
1,4,0.0,1,306
1,4,0.0,1,307
1,4,0.0,1,308
1,1,0.0,1,309
1,1,0.0,1,310
1,1,0.0,1,311
1,1,0.0,1,312
1,1,0.0,1,313
1,1,0.0,1,314
1,1,0.0,1,315
1,1,0.0,1,316
1,1,0.0,1,317
1,1,0.0,1,318
1,1,0.0,1,319
1,1,0.0,1,320
1,4,0.0,1,321
1,4,0.0,1,322
1,4,0.0,1,323
1,1,0.0,1,324
1,1,0.0,1,325
1,1,0.0,1,326
1,1,0.0,1,327
1,1,0.0,1,328
1,1,0.0,1,329
1,4,0.0,1,330
1,4,0.0,1,331
1,1,0.0,1,332
1,1,0.0,1,333
1,4,0.0,1,334
1,1,0.0,1,335
1,1,0.0,1,336
1,1,0.0,1,337
1,1,0.0,1,338
1,5,0.0,1,339
1,1,0.0,1,340
1,1,0.0,1,341
1,1,0.0,1,342
1,1,0.0,1,343
1,1,0.0,1,344
1,1,0.0,1,345
1,1,0.0,1,346
1,7,0.0,1,347
1,1,0.0,1,348
1,1,0.0,1,349
1,1,0.0,1,350
1,1,0.0,1,351
1,1,0.0,1,352
1,1,0.0,1,353
1,1,0.0,1,354
1,1,0.0,1,355
1,1,0.0,1,356
1,1,0.0,1,357
1,1,0.0,1,358
1,1,0.0,1,359
1,1,0.0,1,360
1,1,0.0,1,361
1,1,0.0,1,362
1,5,0.0,1,363
1,1,0.0,1,364
1,1,0.0,3,365
1,1,0.0,1,366
1,1,0.0,1,367
1,1,0.0,1,368
1,6,0.0,3,369
1,1,0.0,1,370
1,1,0.0,1,371
1,1,0.0,1,372
1,1,0.0,1,373
1,1,0.0,1,374
1,1,0.0,1,375
1,1,0.0,1,376
4,4,0.0,3,377
4,4,0.0,3,378
4,4,0.0,1,379
4,1,0.0,1,380
4,4,0.0,3,381
4,4,0.0,1,382
4,4,0.0,1,383
4,4,0.0,1,384
4,4,0.0,1,385
4,4,0.0,1,386
4,4,0.0,1,387
4,4,0.0,1,388
4,4,0.0,1,389
4,4,0.0,1,390
7,3,0.0,1,391
7,3,0.0,1,392
7,3,0.0,1,393
7,3,0.0,1,394
7,3,0.0,1,395
7,3,0.0,1,396
7,3,0.0,1,397
7,3,0.0,1,398
7,3,0.0,1,399
7,3,0.0,1,400
7,3,0.0,1,401
7,3,0.0,1,402
7,3,0.0,1,403
7,3,0.0,1,404
7,6,0.0,1,405
7,3,0.0,1,406
7,3,0.0,1,407
7,6,0.0,1,408
7,6,0.0,1,409
7,6,0.0,1,410
7,3,0.0,1,411
7,3,0.0,1,412
7,6,0.0,1,413
7,2,0.0,1,414
7,6,0.0,1,415
7,6,0.0,1,416
7,6,0.0,1,417
7,6,0.0,1,418
7,6,0.0,1,419
7,6,0.0,1,420
7,7,0.0,1,421
7,3,0.0,1,422
7,3,0.0,1,423
7,3,0.0,1,424
7,7,0.0,1,425
7,2,0.0,1,426
7,2,0.0,1,427
7,2,0.0,1,428
7,2,0.0,1,429
7,2,0.0,1,430
7,2,0.0,1,431
7,7,0.0,1,432
7,2,0.0,1,433
7,2,0.0,1,434
7,2,0.0,1,435
7,7,0.0,1,436
7,3,0.0,1,437
7,6,0.0,1,438
7,3,0.0,1,439
7,6,0.0,1,440
7,6,0.0,1,441
7,3,0.0,1,442
7,6,0.0,1,443
7,6,0.0,1,444
7,3,0.0,1,445
7,6,0.0,1,446
7,7,0.0,1,447
7,2,0.0,1,448
7,6,0.0,1,449
7,6,0.0,1,450
7,6,0.0,1,451
7,6,0.0,1,452
7,3,0.0,1,453
7,1,0.0,1,454
7,6,0.0,1,455
7,3,0.0,1,456
7,6,0.0,1,457
7,3,0.0,1,458
7,3,0.0,1,459
7,3,0.0,1,460
7,6,0.0,1,461
7,6,0.0,1,462
7,3,0.0,1,463
7,3,0.0,1,464
7,3,0.0,1,465
7,3,0.0,1,466
7,3,0.0,1,467
7,6,0.0,1,468
7,6,0.0,1,469
7,6,0.0,1,470
7,6,0.0,1,471
7,3,0.0,1,472
7,6,0.0,1,473
7,6,0.0,1,474
7,3,0.0,1,475
7,6,0.0,1,476
2,2,0.0,1,477
2,2,0.0,1,478
2,2,0.0,1,479
2,2,0.0,1,480
2,2,0.0,1,481
2,2,0.0,1,482
2,7,0.0,1,483
2,2,0.0,1,484
2,2,0.0,1,485
2,2,0.0,1,486
2,4,0.0,1,487
2,2,0.0,1,488
2,2,0.0,1,489
2,2,0.0,1,490
2,2,0.0,1,491
2,2,0.0,1,492
2,4,0.0,1,493
2,2,0.0,1,494
2,2,0.0,1,495
2,2,0.0,1,496
2,2,0.0,1,497
2,2,0.0,1,498
2,4,0.0,1,499
2,2,0.0,1,500
2,2,0.0,1,501
2,7,0.0,3,502
2,2,0.0,1,503
2,2,0.0,1,504
2,2,0.0,1,505
2,2,0.0,1,506
2,2,0.0,3,507
2,2,0.0,1,508
2,2,0.0,3,509
2,2,0.0,1,510
4,4,0.0,1,511
4,4,0.0,1,512
4,4,0.0,3,513
4,4,0.0,1,514
4,4,0.0,1,515
4,4,0.0,1,516
7,7,0.0,1,517
7,2,0.0,1,518
7,3,0.0,1,519
7,2,0.0,1,520
7,3,0.0,1,521
7,3,0.0,1,522
7,7,0.0,1,523
7,2,0.0,1,524
7,3,0.0,1,525
7,3,0.0,1,526
7,2,0.0,1,527
7,3,0.0,3,528
7,4,0.0,3,529
7,6,0.0,3,530
7,3,0.0,1,531
7,2,0.0,1,532
6,4,0.0,3,533
6,3,0.0,3,534
6,6,0.0,3,535
6,6,0.0,3,536
6,3,0.0,3,537
6,3,0.0,3,538
6,3,0.0,3,539
6,3,0.0,3,540
6,3,0.0,3,541
6,3,0.0,3,542
6,3,0.0,3,543
6,3,0.0,3,544
6,3,0.0,3,545
6,3,0.0,3,546
6,3,0.0,3,547
6,3,0.0,3,548
6,3,0.0,3,549
6,3,0.0,3,550
6,3,0.0,3,551
6,3,0.0,3,552
6,3,0.0,3,553
6,3,0.0,3,554
6,1,0.0,3,555
6,1,0.0,1,556
6,1,0.0,3,557
6,1,0.0,3,558
6,1,0.0,3,559
6,1,0.0,1,560
6,3,0.0,3,561
6,1,0.0,3,562
6,1,0.0,3,563
6,1,0.0,1,564
6,1,0.0,3,565
6,3,0.0,3,566
6,4,0.0,3,567
6,4,0.0,3,568
6,1,0.0,1,569
6,3,0.0,3,570
6,3,0.0,3,571
6,2,0.0,3,572
6,3,0.0,3,573
6,3,0.0,3,574
6,7,0.0,3,575
6,4,0.0,3,576
6,4,0.0,3,577
6,3,0.0,3,578
6,3,0.0,3,579
6,3,0.0,3,580
6,3,0.0,3,581
6,3,0.0,3,582
6,3,0.0,3,583
6,3,0.0,3,584
6,3,0.0,3,585
6,3,0.0,3,586
6,3,0.0,3,587
6,7,0.0,3,588
6,4,0.0,3,589
6,4,0.0,3,590
6,4,0.0,3,591
6,3,0.0,3,592
6,4,0.0,3,593
6,7,0.0,3,594
6,7,0.0,3,595
6,3,0.0,3,596
6,3,0.0,3,597
6,3,0.0,1,598
6,3,0.0,3,599
6,1,0.0,3,600
6,3,0.0,3,601
1,1,0.0,3,602
1,4,0.0,1,603
1,1,0.0,3,604
1,1,0.0,3,605
1,1,0.0,3,606
1,3,0.0,3,607
1,4,0.0,1,608
1,1,0.0,1,609
1,4,0.0,1,610
1,4,0.0,1,611
1,4,0.0,1,612
1,1,0.0,1,613
1,5,0.0,1,614
1,4,0.0,1,615
1,4,0.0,3,616
1,1,0.0,3,617
1,5,0.0,1,618
1,1,0.0,1,619
1,4,0.0,1,620
1,5,0.0,1,621
1,1,0.0,1,622
1,1,0.0,1,623
1,1,0.0,3,624
1,1,0.0,1,625
1,4,0.0,1,626
1,4,0.0,1,627
1,5,0.0,1,628
1,1,0.0,1,629
1,1,0.0,1,630
1,1,0.0,3,631
1,1,0.0,1,632
1,4,0.0,1,633
1,1,0.0,3,634
1,4,0.0,1,635
1,4,0.0,1,636
1,4,0.0,1,637
1,1,0.0,3,638
1,1,0.0,1,639
1,1,0.0,1,640
1,5,0.0,3,641
1,1,0.0,1,642
1,1,0.0,1,643
1,4,0.0,1,644
1,4,0.0,1,645
1,1,0.0,1,646
1,4,0.0,1,647
1,4,0.0,3,648
1,4,0.0,3,649
1,5,0.0,1,650
1,4,0.0,1,651
1,4,0.0,3,652
1,4,0.0,3,653
1,1,0.0,1,654
1,5,0.0,3,655
1,4,0.0,1,656
1,4,0.0,1,657
1,4,0.0,1,658
1,1,0.0,1,659
1,4,0.0,1,660
1,1,0.0,1,661
1,1,0.0,1,662
1,1,0.0,1,663
1,1,0.0,1,664
1,1,0.0,1,665
1,4,0.0,1,666
1,5,0.0,1,667
1,4,0.0,1,668
1,4,0.0,1,669
1,1,0.0,1,670
1,4,0.0,1,671
1,1,0.0,1,672
1,5,0.0,1,673
1,4,0.0,1,674
1,1,0.0,1,675
1,1,0.0,1,676
1,1,0.0,1,677
1,5,0.0,1,678
1,4,0.0,3,679
1,4,0.0,1,680
1,4,0.0,1,681
1,4,0.0,1,682
1,4,0.0,1,683
1,4,0.0,1,684
1,5,0.0,1,685
1,1,0.0,1,686
1,1,0.0,1,687
1,1,0.0,1,688
1,1,0.0,1,689
1,4,0.0,1,690
1,5,0.0,1,691
1,4,0.0,1,692
1,4,0.0,1,693
1,4,0.0,1,694
1,4,0.0,1,695
1,4,0.0,1,696
1,1,0.0,1,697
1,1,0.0,1,698
1,5,0.0,1,699
1,5,0.0,1,700
1,5,0.0,1,701
1,7,0.0,1,702
1,4,0.0,1,703
1,4,0.0,1,704
1,1,0.0,1,705
1,1,0.0,1,706
1,1,0.0,1,707
1,1,0.0,1,708
1,4,0.0,1,709
1,1,0.0,1,710
1,5,0.0,1,711
1,4,0.0,3,712
1,4,0.0,3,713
1,1,0.0,3,714
1,1,0.0,3,715
1,1,0.0,3,716
1,4,0.0,1,717
1,4,0.0,3,718
1,4,0.0,1,719
1,1,0.0,3,720
1,4,0.0,1,721
1,4,0.0,1,722
1,4,0.0,1,723
1,1,0.0,1,724
1,5,0.0,1,725
1,4,0.0,1,726
1,4,0.0,3,727
1,4,0.0,1,728
1,4,0.0,1,729
1,4,0.0,1,730
1,4,0.0,1,731
1,1,0.0,3,732
1,1,0.0,1,733
1,1,0.0,1,734
1,4,0.0,1,735
1,1,0.0,1,736
1,1,0.0,3,737
1,1,0.0,1,738
1,1,0.0,3,739
1,1,0.0,1,740
1,3,0.0,3,741
1,6,0.0,1,742
1,5,0.0,1,743
1,4,0.0,1,744
1,1,0.0,3,745
1,5,0.0,3,746
1,1,0.0,3,747
1,1,0.0,3,748
1,1,0.0,1,749
1,5,0.0,3,750
1,3,0.0,3,751
1,1,0.0,3,752
1,1,0.0,3,753
1,1,0.0,1,754
1,4,0.0,1,755
1,4,0.0,1,756
1,4,0.0,1,757
1,1,0.0,3,758
1,4,0.0,1,759
1,4,0.0,3,760
1,4,0.0,1,761
1,3,0.0,1,762
1,5,0.0,1,763
1,4,0.0,1,764
1,1,0.0,1,765
1,1,0.0,3,766
1,1,0.0,1,767
1,4,0.0,1,768
1,1,0.0,3,769
1,1,0.0,3,770
1,1,0.0,3,771
1,1,0.0,3,772
1,4,0.0,1,773
1,4,0.0,1,774
1,4,0.0,3,775
1,1,0.0,3,776
1,1,0.0,3,777
1,4,0.0,1,778
1,1,0.0,3,779
1,4,0.0,1,780
1,5,0.0,1,781
1,1,0.0,3,782
1,1,0.0,1,783
1,4,0.0,3,784
1,1,0.0,3,785
1,4,0.0,3,786
1,1,0.0,1,787
1,1,0.0,1,788
1,1,0.0,1,789
1,1,0.0,3,790
1,1,0.0,1,791
1,1,0.0,1,792
1,4,0.0,1,793
1,5,0.0,1,794
1,5,0.0,1,795
1,1,0.0,1,796
1,5,0.0,1,797
1,1,0.0,3,798
1,4,0.0,1,799
1,4,0.0,3,800
1,4,0.0,3,801
1,1,0.0,1,802
1,1,0.0,1,803
1,1,0.0,3,804
1,5,0.0,1,805
1,1,0.0,3,806
1,1,0.0,3,807
1,1,0.0,1,808
1,4,0.0,1,809
1,1,0.0,1,810
1,1,0.0,1,811
1,1,0.0,3,812
1,1,0.0,3,813
1,1,0.0,1,814
1,1,0.0,1,815
1,1,0.0,1,816
1,3,0.0,3,817
1,1,0.0,3,818
1,1,0.0,3,819
1,1,0.0,3,820
1,1,0.0,1,821
1,4,0.0,1,822
1,5,0.0,1,823
1,1,0.0,1,824
1,4,0.0,3,825
1,1,0.0,1,826
1,5,0.0,1,827
1,4,0.0,1,828
1,1,0.0,3,829
1,5,0.0,1,830
1,5,0.0,1,831
1,1,0.0,1,832
1,4,0.0,3,833
1,4,0.0,3,834
1,1,0.0,3,835
1,4,0.0,1,836
1,1,0.0,1,837
1,4,0.0,3,838
1,1,0.0,1,839
1,4,0.0,1,840
1,5,0.0,3,841
1,5,0.0,3,842
1,1,0.0,1,843
1,4,0.0,1,844
1,1,0.0,1,845
1,4,0.0,1,846
1,4,0.0,1,847
1,5,0.0,1,848
1,1,0.0,1,849
1,5,0.0,1,850
1,1,0.0,1,851
1,1,0.0,1,852
1,1,0.0,1,853
1,1,0.0,1,854
1,4,0.0,1,855
1,5,0.0,1,856
1,1,0.0,1,857
1,4,0.0,1,858
1,3,0.0,3,859
1,4,0.0,3,860
1,4,0.0,1,861
1,4,0.0,1,862
1,1,0.0,1,863
1,5,0.0,1,864
1,5,0.0,1,865
1,4,0.0,1,866
1,1,0.0,1,867
1,1,0.0,3,868
1,1,0.0,3,869
1,1,0.0,1,870
1,1,0.0,1,871
1,1,0.0,1,872
1,4,0.0,3,873
1,4,0.0,1,874
1,1,0.0,1,875
1,1,0.0,1,876
1,1,0.0,1,877
1,1,0.0,1,878
1,1,0.0,1,879
1,1,0.0,1,880
1,1,0.0,1,881
1,1,0.0,1,882
1,5,0.0,1,883
1,1,0.0,1,884
1,1,0.0,1,885
1,4,0.0,1,886
1,1,0.0,1,887
1,1,0.0,3,888
1,5,0.0,3,889
1,5,0.0,1,890
1,1,0.0,1,891
1,1,0.0,1,892
1,1,0.0,1,893
1,5,0.0,1,894
1,1,0.0,3,895
1,1,0.0,1,896
1,4,0.0,3,897
1,1,0.0,1,898
1,5,0.0,1,899
1,5,0.0,1,900
1,5,0.0,1,901
1,1,0.0,1,902
1,1,0.0,1,903
1,1,0.0,1,904
1,4,0.0,3,905
1,1,0.0,3,906
1,1,0.0,1,907
1,4,0.0,3,908
1,1,0.0,3,909
1,1,0.0,1,910
1,5,0.0,1,911
1,3,0.0,3,912
1,1,0.0,1,913
1,4,0.0,1,914
1,5,0.0,1,915
1,1,0.0,1,916
1,1,0.0,1,917
1,4,0.0,1,918
1,5,0.0,1,919
1,1,0.0,1,920
1,1,0.0,1,921
1,4,0.0,1,922
1,1,0.0,1,923
1,1,0.0,1,924
1,4,0.0,1,925
1,1,0.0,3,926
1,1,0.0,1,927
1,1,0.0,1,928
1,3,0.0,3,929
1,1,0.0,1,930
1,4,0.0,1,931
1,4,0.0,1,932
1,1,0.0,1,933
1,1,0.0,1,934
1,3,0.0,3,935
1,1,0.0,1,936
1,6,0.0,1,937
1,4,0.0,1,938
1,5,0.0,3,939
1,1,0.0,3,940
1,1,0.0,3,941
1,5,0.0,1,942
1,1,0.0,3,943
1,1,0.0,1,944
1,5,0.0,3,945
1,1,0.0,3,946
1,1,0.0,3,947
1,1,0.0,1,948
1,1,0.0,1,949
1,1,0.0,1,950
1,1,0.0,1,951
1,5,0.0,1,952
1,4,0.0,1,953
1,1,0.0,1,954
1,1,0.0,1,955
1,1,0.0,1,956
1,1,0.0,1,957
1,4,0.0,1,958
1,1,0.0,1,959
1,1,0.0,1,960
1,4,0.0,1,961
1,1,0.0,1,962
1,5,0.0,1,963
1,1,0.0,1,964
1,5,0.0,1,965
1,5,0.0,1,966
1,4,0.0,1,967
1,5,0.0,1,968
1,5,0.0,1,969
1,5,0.0,1,970
1,4,0.0,1,971
1,5,0.0,1,972
1,4,0.0,1,973
1,4,0.0,1,974
1,4,0.0,1,975
1,4,0.0,1,976
1,1,0.0,1,977
1,1,0.0,1,978
1,5,0.0,1,979
1,5,0.0,1,980
1,1,0.0,1,981
1,5,0.0,1,982
1,1,0.0,1,983
1,4,0.0,1,984
1,1,0.0,1,985
1,5,0.0,1,986
1,5,0.0,1,987
1,1,0.0,1,988
1,5,0.0,1,989
1,4,0.0,1,990
1,1,0.0,1,991
1,1,0.0,1,992
1,4,0.0,1,993
1,1,0.0,1,994
1,5,0.0,1,995
1,5,0.0,1,996
1,1,0.0,1,997
1,1,0.0,1,998
1,1,0.0,1,999
1,5,0.0,1,1000
1,5,0.0,1,1001
1,5,0.0,1,1002
1,1,0.0,1,1003
1,4,0.0,1,1004
1,1,0.0,1,1005
1,1,0.0,1,1006
1,4,0.0,1,1007
1,4,0.0,1,1008
1,4,0.0,1,1009
1,4,0.0,1,1010
1,1,0.0,1,1011
1,5,0.0,1,1012
1,4,0.0,1,1013
1,4,0.0,1,1014
1,5,0.0,1,1015
1,1,0.0,1,1016
1,4,0.0,1,1017
1,5,0.0,1,1018
1,4,0.0,1,1019
1,4,0.0,1,1020
1,5,0.0,1,1021
1,4,0.0,1,1022
1,4,0.0,1,1023
1,3,0.0,1,1024
1,1,0.0,1,1025
1,4,0.0,1,1026
1,5,0.0,1,1027
1,1,0.0,1,1028
1,4,0.0,1,1029
1,5,0.0,1,1030
1,4,0.0,1,1031
1,4,0.0,1,1032
1,4,0.0,1,1033
1,4,0.0,1,1034
1,4,0.0,1,1035
1,4,0.0,1,1036
1,4,0.0,1,1037
1,4,0.0,1,1038
1,4,0.0,1,1039
1,4,0.0,1,1040
1,5,0.0,1,1041
1,1,0.0,1,1042
1,5,0.0,1,1043
1,1,0.0,1,1044
1,4,0.0,1,1045
1,5,0.0,1,1046
1,4,0.0,1,1047
1,4,0.0,1,1048
1,5,0.0,1,1049
1,4,0.0,1,1050
1,5,0.0,1,1051
1,4,0.0,1,1052
1,4,0.0,1,1053
1,5,0.0,1,1054
1,4,0.0,1,1055
1,1,0.0,1,1056
1,1,0.0,1,1057
1,1,0.0,1,1058
1,1,0.0,1,1059
1,1,0.0,1,1060
1,4,0.0,1,1061
1,4,0.0,1,1062
7,2,0.0,1,1063
4,4,0.0,1,1064
4,4,0.0,1,1065
4,4,0.0,1,1066
4,4,0.0,1,1067
4,4,0.0,1,1068
4,4,0.0,1,1069
4,4,0.0,1,1070
4,4,0.0,1,1071
4,4,0.0,1,1072
4,5,0.0,1,1073
4,4,0.0,1,1074
4,4,0.0,1,1075
4,4,0.0,1,1076
4,4,0.0,1,1077
4,4,0.0,1,1078
4,4,0.0,1,1079
4,4,0.0,1,1080
4,4,0.0,1,1081
4,4,0.0,1,1082
4,4,0.0,1,1083
4,4,0.0,1,1084
4,4,0.0,1,1085
4,4,0.0,1,1086
4,4,0.0,1,1087
4,4,0.0,1,1088
4,4,0.0,1,1089
4,4,0.0,1,1090
4,4,0.0,1,1091
4,4,0.0,1,1092
4,4,0.0,1,1093
4,4,0.0,1,1094
4,4,0.0,1,1095
4,4,0.0,1,1096
4,4,0.0,1,1097
4,4,0.0,1,1098
4,4,0.0,1,1099
4,4,0.0,1,1100
4,4,0.0,1,1101
4,4,0.0,1,1102
4,4,0.0,1,1103
4,4,0.0,1,1104
4,4,0.0,1,1105
4,4,0.0,1,1106
4,4,0.0,1,1107
4,4,0.0,1,1108
4,4,0.0,1,1109
4,4,0.0,1,1110
4,4,0.0,1,1111
4,4,0.0,1,1112
4,4,0.0,1,1113
4,4,0.0,1,1114
4,4,0.0,1,1115
4,1,0.0,1,1116
4,4,0.0,1,1117
4,4,0.0,3,1118
4,4,0.0,3,1119
4,4,0.0,3,1120
4,4,0.0,1,1121
4,4,0.0,1,1122
4,4,0.0,1,1123
4,4,0.0,1,1124
4,4,0.0,1,1125
4,4,0.0,1,1126
4,4,0.0,1,1127
4,4,0.0,1,1128
4,4,0.0,1,1129
4,4,0.0,1,1130
4,4,0.0,1,1131
4,1,0.0,3,1132
4,1,0.0,3,1133
4,1,0.0,3,1134
4,1,0.0,3,1135
4,1,0.0,3,1136
4,4,0.0,1,1137
4,1,0.0,3,1138
4,1,0.0,3,1139
4,1,0.0,3,1140
2,2,0.0,1,1141
2,2,0.0,1,1142
2,2,0.0,1,1143
2,2,0.0,1,1144
2,2,0.0,1,1145
2,2,0.0,1,1146
2,2,0.0,1,1147
2,4,0.0,1,1148
2,2,0.0,1,1149
2,2,0.0,1,1150
2,2,0.0,1,1151
